Jacob Salazar, jacob.salazar@uwaterloo.ca, quartzumbrellabat76
Patrick White, patrick.white@uwaterloo.ca, whalemangoquail78
Carol Smith, carol.smith@uwaterloo.ca, batjunglezebra11
Mark Munoz, mark.munoz@uwaterloo.ca, xylophonedogdog55
Sharon Henry, sharon.henry@uwaterloo.ca, cherryapplebat95
Charlotte Wagner, charlotte.wagner@uwaterloo.ca, whalehoneydewflower23
Wayne Mendez, wayne.mendez@uwaterloo.ca, breezeowlrabbit23
Sandra Graham, sandra.graham@uwaterloo.ca, xiguaantocean71
Catherine Hughes, catherine.hughes@uwaterloo.ca, grapequincenewt58
Catherine Brooks, catherine.brooks1@uwaterloo.ca, elephantxiguaraspberry10
Madison Crawford, madison.crawford@uwaterloo.ca, zephyrquincerabbit65
Karen Martin, karen.martin@uwaterloo.ca, jellyfishurchingrape16
Gerald Olson, gerald.olson@uwaterloo.ca, vulturedoggoat30
Raymond Johnson, raymond.johnson@uwaterloo.ca, treeturtleraspberry61
Juan Hamilton, juan.hamilton@uwaterloo.ca, whalegrasszephyr38
Theresa Russell, theresa.russell@uwaterloo.ca, frogorangedew44
Brandon Richardson, brandon.richardson@uwaterloo.ca, bananawhaletree27
Justin Guzman, justin.guzman@uwaterloo.ca, valleynightshark37
Marilyn Harris, marilyn.harris@uwaterloo.ca, sharkkiwiorange11
Sean Chen, sean.chen@uwaterloo.ca, uglifrogbreeze66
Walter Roberts, walter.roberts1@uwaterloo.ca, sharkanthorse71
Amy Holmes, amy.holmes@uwaterloo.ca, uglicherryjellyfish37
Charles Gibson, charles.gibson@uwaterloo.ca, elephantzephyriguana79
Christina Jones, christina.jones@uwaterloo.ca, strawberryumbrellaelderberry48
Paul Robertson, paul.robertson@uwaterloo.ca, vanillakettleturtle32
Harry Sanders, harry.sanders1@uwaterloo.ca, zephyrumbrellavanilla68
Kyle Graham, kyle.graham@uwaterloo.ca, lakegoatkiwi81
Rebecca Fisher, rebecca.fisher@uwaterloo.ca, kettlenewtzucchini67
Betty Cook, betty.cook@uwaterloo.ca, kiwiyawnmonkey46
Lori Anderson, lori.anderson@uwaterloo.ca, elephantfloweryellow19
Susan Diaz, susan.diaz@uwaterloo.ca, ugliyellowquartz75
William Collins, william.collins1@uwaterloo.ca, mountainowlquince55
Roger Hill, roger.hill@uwaterloo.ca, honeydeworangeturtle93
Jason Foster, jason.foster1@uwaterloo.ca, mountainearthnectarine96
Scott Weaver, scott.weaver@uwaterloo.ca, nightyellowraspberry74
Mark Perez, mark.perez@uwaterloo.ca, zebradogvanilla83
Ethan Marshall, ethan.marshall@uwaterloo.ca, quartzcloudbat56
Cynthia Stewart, cynthia.stewart@uwaterloo.ca, oceanxylophoneiguana74
Joyce Moreno, joyce.moreno@uwaterloo.ca, clouddewraspberry87
Kevin Shaw, kevin.shaw@uwaterloo.ca, flowerwindvalley32
Russell Daniels, russell.daniels@uwaterloo.ca, treemountainzebra34
Mark Meyer, mark.meyer1@uwaterloo.ca, xerussandvulture63
Joe Miller, joe.miller@uwaterloo.ca, xerushoneydewsand79
Joseph Robertson, joseph.robertson@uwaterloo.ca, flowerkettleyak47
Jerry Rogers, jerry.rogers@uwaterloo.ca, banananightapple33
William Butler, william.butler@uwaterloo.ca, zephyrlemonrabbit79
Melissa Miller, melissa.miller@uwaterloo.ca, dateoceanumbrella63
Bryan Wright, bryan.wright@uwaterloo.ca, quincelemondew92
Juan Price, juan.price@uwaterloo.ca, applexylophonenectarine71
Alice Ward, alice.ward@uwaterloo.ca, bananaquartzwhale44
Juan Mendoza, juan.mendoza@uwaterloo.ca, figzephyrvulture12
Christopher Hicks, christopher.hicks@uwaterloo.ca, zebrasandocean57
Roy Barnes, roy.barnes@uwaterloo.ca, windvulturewhale74
Shirley Foster, shirley.foster@uwaterloo.ca, yakrabbitumbrella74
Judy Tran, judy.tran@uwaterloo.ca, mountainmonkeyhoneydew64
Wayne Castillo, wayne.castillo@uwaterloo.ca, zephyriguanavalley84
Harry Nguyen, harry.nguyen@uwaterloo.ca, zebravalleyvulture83
Carol Ramos, carol.ramos@uwaterloo.ca, dewquailkettle57
Raymond Washington, raymond.washington1@uwaterloo.ca, uglinewtquartz71
Eric Diaz, eric.diaz@uwaterloo.ca, catugliquince17
Sarah Adams, sarah.adams@uwaterloo.ca, vanillalemonstrawberry49
Lauren Butler, lauren.butler@uwaterloo.ca, urchinquartzice91
Larry Marshall, larry.marshall@uwaterloo.ca, dogmangopeak83
Carolyn Nelson, carolyn.nelson@uwaterloo.ca, datesandcloud29
Tyler Patel, tyler.patel@uwaterloo.ca, kiwiantwhale79
Stephen Reed, stephen.reed@uwaterloo.ca, urchinmountainiguana74
Daniel Warren, daniel.warren@uwaterloo.ca, monkeycloudkangaroo81
Larry Freeman, larry.freeman@uwaterloo.ca, riverelderberrygrape19
Stanley Kennedy, stanley.kennedy@uwaterloo.ca, rabbitpeakfrog85
Keith Munoz, keith.munoz@uwaterloo.ca, figlemonhorse89
Denise Sanders, denise.sanders@uwaterloo.ca, dogicelion15
Jonathan Freeman, jonathan.freeman@uwaterloo.ca, quincebananaelderberry66
Edward Butler, edward.butler@uwaterloo.ca, antxylophonefig33
Victoria Russell, victoria.russell@uwaterloo.ca, strawberrywhalekettle61
Thomas Castillo, thomas.castillo@uwaterloo.ca, bananabreezebanana34
Joe Fox, joe.fox@uwaterloo.ca, uglilemonsand93
Julie Roberts, julie.roberts@uwaterloo.ca, quartzhorsekettle42
Christina Harris, christina.harris@uwaterloo.ca, zebraantzephyr35
Joshua Gardner, joshua.gardner@uwaterloo.ca, lionvulturedate17
Frances Mills, frances.mills1@uwaterloo.ca, yawnyakgoat27
Austin Evans, austin.evans@uwaterloo.ca, jellyfishnewtwind88
Johnny Richardson, johnny.richardson@uwaterloo.ca, watermeloncherryraspberry22
Harry Boyd, harry.boyd@uwaterloo.ca, tangerineflowershark18
Marilyn Perez, marilyn.perez1@uwaterloo.ca, dogvanillaapple39
Thomas Allen, thomas.allen@uwaterloo.ca, lakeiguanaugli99
Christine Evans, christine.evans@uwaterloo.ca, treepapayaugli56
Juan Vargas, juan.vargas@uwaterloo.ca, nectarineflowerfrog45
Linda Carter, linda.carter1@uwaterloo.ca, xerusyellowdate18
Robert Howard, robert.howard@uwaterloo.ca, honeydewraspberryxigua57
Brenda Reynolds, brenda.reynolds@uwaterloo.ca, monkeyzephyrtangerine83
Roy Ferguson, roy.ferguson@uwaterloo.ca, riverkiwigrass97
Sarah Griffin, sarah.griffin1@uwaterloo.ca, nectarinejellyfishelderberry19
Karen Chavez, karen.chavez@uwaterloo.ca, urchinhoneydewcherry22
Charlotte Jordan, charlotte.jordan@uwaterloo.ca, jellyfishwhalefig21
Aaron Nguyen, aaron.nguyen@uwaterloo.ca, frogxeruselderberry58
Ruth Martinez, ruth.martinez@uwaterloo.ca, treeyawnyak37
Peter Powell, peter.powell@uwaterloo.ca, earthiceelephant36
Mark Moreno, mark.moreno@uwaterloo.ca, riveryawnshark97
Grace Murphy, grace.murphy1@uwaterloo.ca, windjellyfishxerus69
Nancy Hill, nancy.hill@uwaterloo.ca, honeydewelderberryowl17
Albert Allen, albert.allen1@uwaterloo.ca, uglihoneydewquartz17
Paul Medina, paul.medina1@uwaterloo.ca, mangoorangeice97
Mark Richardson, mark.richardson1@uwaterloo.ca, kettleurchinxerus18
Sandra Carter, sandra.carter1@uwaterloo.ca, cherrymountaincloud36
Bruce White, bruce.white@uwaterloo.ca, uglicloudowl60
Patricia Cooper, patricia.cooper@uwaterloo.ca, breezeraspberryyawn74
Ronald Owens, ronald.owens@uwaterloo.ca, mangoautumncat38
Tyler Chavez, tyler.chavez@uwaterloo.ca, urchinumbrellagrape11
Gerald Vasquez, gerald.vasquez@uwaterloo.ca, yakurchincloud95
Patricia Graham, patricia.graham@uwaterloo.ca, quailtreegrape72
Nicholas Ford, nicholas.ford@uwaterloo.ca, sharkgrapemountain66
Leonard Alexander, leonard.alexander@uwaterloo.ca, yakquinceelephant93
Nathan Martinez, nathan.martinez@uwaterloo.ca, kettleiguanazephyr59
Julia Howard, julia.howard1@uwaterloo.ca, mountainmonkeyiguana35
Donna Crawford, donna.crawford@uwaterloo.ca, mountainrabbitkettle74
Teresa Black, teresa.black@uwaterloo.ca, strawberrycloudquartz47
Gregory Bennett, gregory.bennett@uwaterloo.ca, zebrapapayafig68
Christian Brown, christian.brown@uwaterloo.ca, xiguawindugli24
Catherine Myers, catherine.myers@uwaterloo.ca, zebragrasstangerine37
Anna Roberts, anna.roberts@uwaterloo.ca, quailkiwiearth81
Patricia Griffin, patricia.griffin@uwaterloo.ca, newtflowerurchin21
Noah Parker, noah.parker@uwaterloo.ca, xerusearthelderberry62
Leonard Nelson, leonard.nelson1@uwaterloo.ca, newtearthiguana37
Anna Walker, anna.walker@uwaterloo.ca, raspberrycloudiguana42
George Shaw, george.shaw1@uwaterloo.ca, xerusuglibanana34
Janet Gutierrez, janet.gutierrez@uwaterloo.ca, frogvulturegoat55
Rose Ruiz, rose.ruiz@uwaterloo.ca, cherryquartzearth54
Jessica Richardson, jessica.richardson@uwaterloo.ca, monkeykangaroozebra53
Noah Perry, noah.perry@uwaterloo.ca, jellyfishnectarinekangaroo58
Donna Wells, donna.wells@uwaterloo.ca, strawberryhorseraspberry34
Jessica Mcdonald, jessica.mcdonald@uwaterloo.ca, cherrybananamonkey47
Victoria Torres, victoria.torres@uwaterloo.ca, sandtangerinehill65
Charlotte Watson, charlotte.watson@uwaterloo.ca, vanillavalleymonkey74
Helen Clark, helen.clark1@uwaterloo.ca, zebrastrawberryjellyfish86
Angela Cooper, angela.cooper@uwaterloo.ca, quailstrawberryquail19
Cheryl Rogers, cheryl.rogers@uwaterloo.ca, quinceumbrellavulture92
Hannah Ruiz, hannah.ruiz@uwaterloo.ca, vanillaxigualemon93
Laura Gibson, laura.gibson@uwaterloo.ca, yellowearthpenguin72
Juan Sullivan, juan.sullivan@uwaterloo.ca, newtkettleearth61
Larry Richardson, larry.richardson@uwaterloo.ca, mountainoceannectarine51
Gerald Murray, gerald.murray1@uwaterloo.ca, quartzcatfig38
Gregory Gutierrez, gregory.gutierrez1@uwaterloo.ca, earthugliearth90
Joe Green, joe.green@uwaterloo.ca, frogdateorange59
Wayne Evans, wayne.evans@uwaterloo.ca, vanillaxylophonekettle76
Madison Tucker, madison.tucker@uwaterloo.ca, elephantgoatdate14
Zachary Clark, zachary.clark@uwaterloo.ca, strawberryquincexerus99
George Cole, george.cole@uwaterloo.ca, tangerinewatermelonlemon25
Jennifer Chen, jennifer.chen@uwaterloo.ca, honeydewnightxigua68
Anna Rivera, anna.rivera@uwaterloo.ca, xylophoneflowerhoneydew88
Willie Taylor, willie.taylor@uwaterloo.ca, quailflowerflower47
Nicole Fisher, nicole.fisher@uwaterloo.ca, peakzebraxigua35
Ronald Martin, ronald.martin@uwaterloo.ca, banananectarinekangaroo82
Shirley Russell, shirley.russell@uwaterloo.ca, autumnbananaugli38
Jack Holmes, jack.holmes@uwaterloo.ca, grassumbrellaraspberry53
Anthony Carter, anthony.carter@uwaterloo.ca, urchinapplewind12
Jean Howard, jean.howard@uwaterloo.ca, ugliowlshark61
Deborah Weaver, deborah.weaver@uwaterloo.ca, quartzfigapple59
William Young, william.young@uwaterloo.ca, grapeturtlevanilla64
Stephen Schmidt, stephen.schmidt@uwaterloo.ca, honeydewnectarinebat12
Gabriel Munoz, gabriel.munoz@uwaterloo.ca, zephyrvanillavalley59
Gary Green, gary.green@uwaterloo.ca, riverxylophonezephyr59
Helen Wilson, helen.wilson@uwaterloo.ca, orangejellyfishowl83
Michael Gonzalez, michael.gonzalez@uwaterloo.ca, hilldateearth66
Megan Kennedy, megan.kennedy@uwaterloo.ca, cloudyawnsand46
Sarah Chavez, sarah.chavez@uwaterloo.ca, peakmonkeyant38
Diane Alvarez, diane.alvarez@uwaterloo.ca, cloudtreehorse44
Julia Phillips, julia.phillips@uwaterloo.ca, peakyawnturtle63
Matthew Ford, matthew.ford@uwaterloo.ca, peakorangeyak86
Madison Morris, madison.morris@uwaterloo.ca, batquailgrass68
Beverly Tran, beverly.tran@uwaterloo.ca, urchinnightgrape53
Lori Palmer, lori.palmer1@uwaterloo.ca, zucchiniumbrellaiguana76
Alan White, alan.white@uwaterloo.ca, breezegrapeiguana11
Austin Palmer, austin.palmer@uwaterloo.ca, oceanfrogbanana16
Jeremy Nichols, jeremy.nichols@uwaterloo.ca, deworangexylophone59
Austin Wilson, austin.wilson@uwaterloo.ca, antbreezedate16
Judith Ward, judith.ward1@uwaterloo.ca, winddogfig83
Margaret Hamilton, margaret.hamilton@uwaterloo.ca, lakecloudxylophone35
Karen Reyes, karen.reyes@uwaterloo.ca, figvalleybreeze73
Adam Walker, adam.walker@uwaterloo.ca, nightwatermelonpeak35
Sandra Lewis, sandra.lewis@uwaterloo.ca, orangesandyak84
Hannah Burns, hannah.burns@uwaterloo.ca, applekiwixerus18
Wayne Rose, wayne.rose@uwaterloo.ca, grapelakecherry51
Noah Harris, noah.harris1@uwaterloo.ca, quinceurchinvanilla54
John Gordon, john.gordon@uwaterloo.ca, whalejunglequartz97
Christina Schmidt, christina.schmidt@uwaterloo.ca, elephantoceancloud50
Sandra Cook, sandra.cook@uwaterloo.ca, dewgoatmountain73
Sandra King, sandra.king@uwaterloo.ca, penguinwindhorse99
Patricia Fox, patricia.fox@uwaterloo.ca, hillumbrellavalley89
Randy Harris, randy.harris@uwaterloo.ca, yakjunglehorse44
Samuel Olson, samuel.olson@uwaterloo.ca, quincefrogflower95
Debra Harrison, debra.harrison@uwaterloo.ca, yellowurchingrass21
Natalie Flores, natalie.flores@uwaterloo.ca, xylophoneappledew30
Pamela Garcia, pamela.garcia1@uwaterloo.ca, antelephantearth47
Lauren Brown, lauren.brown@uwaterloo.ca, kangarookangaroourchin60
Frances Peterson, frances.peterson@uwaterloo.ca, xeruskangarooquartz62
Austin Turner, austin.turner@uwaterloo.ca, nectarinecherryshark46
Patrick Davis, patrick.davis@uwaterloo.ca, nectarinesharkfig69
Adam Henderson, adam.henderson@uwaterloo.ca, iguanaelderberrygrape60
Stephanie Martinez, stephanie.martinez@uwaterloo.ca, orangezebralake96
Johnny Crawford, johnny.crawford@uwaterloo.ca, autumndatejellyfish97
Ryan Hughes, ryan.hughes@uwaterloo.ca, windfigxerus71
Anna Morgan, anna.morgan@uwaterloo.ca, figgoatrabbit56
Diane Vargas, diane.vargas@uwaterloo.ca, jellyfishstrawberrysand55
Megan Herrera, megan.herrera@uwaterloo.ca, yawnkiwicherry91
Madison Hall, madison.hall@uwaterloo.ca, rabbittreewhale53
George Brooks, george.brooks@uwaterloo.ca, nightzebragrape60
Deborah Graham, deborah.graham@uwaterloo.ca, bananaugliyellow49
William Holmes, william.holmes1@uwaterloo.ca, applehoneydeworange29
Victoria Aguilar, victoria.aguilar1@uwaterloo.ca, horsexylophonegrass23
Peter Hernandez, peter.hernandez@uwaterloo.ca, lionvalleybanana21
Andrew Ferguson, andrew.ferguson@uwaterloo.ca, strawberryrabbitant60
Stephen Collins, stephen.collins@uwaterloo.ca, umbrellaelephantautumn34
Johnny Diaz, johnny.diaz@uwaterloo.ca, iguanaantflower37
Harry Bell, harry.bell@uwaterloo.ca, urchinvulturegoat70
Robert Cox, robert.cox@uwaterloo.ca, newtwindumbrella29
Johnny Alexander, johnny.alexander@uwaterloo.ca, yakantyak63
Dylan Nelson, dylan.nelson@uwaterloo.ca, hillmonkeynight82
Katherine Lee, katherine.lee@uwaterloo.ca, yellownewtcloud51
Jeremy Vasquez, jeremy.vasquez@uwaterloo.ca, elephantumbrellaquail94
Benjamin Warren, benjamin.warren@uwaterloo.ca, froggrapevanilla14
Logan Reyes, logan.reyes@uwaterloo.ca, cherryquinceyak63
Joshua Snyder, joshua.snyder@uwaterloo.ca, nectarineantcloud37
Jerry Fox, jerry.fox@uwaterloo.ca, nightelderberrycloud13
Patrick Powell, patrick.powell@uwaterloo.ca, rabbitcherryxerus50
Julie Marshall, julie.marshall@uwaterloo.ca, nightzephyrorange65
Evelyn Woods, evelyn.woods@uwaterloo.ca, yakmountainelderberry49
Anthony Carter, anthony.carter1@uwaterloo.ca, cherrysharktree43
Madison Patel, madison.patel@uwaterloo.ca, mountainwhalebanana46
James Moore, james.moore@uwaterloo.ca, breezecherryvanilla28
Matthew Mendoza, matthew.mendoza@uwaterloo.ca, antfighoneydew57
Doris Ryan, doris.ryan@uwaterloo.ca, whalemonkeyhill30
Sara Marshall, sara.marshall@uwaterloo.ca, mountainmountaincherry73
Charlotte Tucker, charlotte.tucker@uwaterloo.ca, bananadogyak10
Teresa Henderson, teresa.henderson@uwaterloo.ca, autumnquincestrawberry65
Stephen Nguyen, stephen.nguyen@uwaterloo.ca, watermelonlakecloud11
Rose Gonzalez, rose.gonzalez@uwaterloo.ca, owloceantree44
Diane Rose, diane.rose@uwaterloo.ca, bananabatorange98
Zachary Murray, zachary.murray@uwaterloo.ca, frogpeakvanilla51
Stanley Castillo, stanley.castillo@uwaterloo.ca, kangaroosandhill25
Daniel Barnes, daniel.barnes1@uwaterloo.ca, riverdogpenguin58
Victoria Cruz, victoria.cruz1@uwaterloo.ca, vanillalioncherry29
Nicholas Morales, nicholas.morales1@uwaterloo.ca, lakequartzjungle56
Ronald Gordon, ronald.gordon1@uwaterloo.ca, datekangarooumbrella67
Sarah Holmes, sarah.holmes@uwaterloo.ca, applequincetangerine47
Amy Vargas, amy.vargas1@uwaterloo.ca, antlemonwind25
Brittany Nguyen, brittany.nguyen@uwaterloo.ca, elephantvalleyzebra72
Samuel Vasquez, samuel.vasquez@uwaterloo.ca, goatnightjungle90
Gary Smith, gary.smith@uwaterloo.ca, yawnflowerant97
Carl Munoz, carl.munoz@uwaterloo.ca, xiguazucchiniquince34
Ann Schmidt, ann.schmidt@uwaterloo.ca, ugliquartzstrawberry98
Joan Patterson, joan.patterson@uwaterloo.ca, quinceyellowelderberry23
Albert Lewis, albert.lewis@uwaterloo.ca, yakmountainelephant71
Jacob Webb, jacob.webb@uwaterloo.ca, catrabbitflower69
Julie Turner, julie.turner@uwaterloo.ca, orangegoattree78
Sean Salazar, sean.salazar@uwaterloo.ca, xerusearthbat10
Raymond Thomas, raymond.thomas@uwaterloo.ca, penguinraspberryvalley90
Adam Smith, adam.smith@uwaterloo.ca, batsandfig10
Robert Jackson, robert.jackson@uwaterloo.ca, riverhoneydewkiwi96
Lisa Lopez, lisa.lopez@uwaterloo.ca, yelloworangemonkey12
Anna Black, anna.black1@uwaterloo.ca, penguinlakezucchini67
Kyle Powell, kyle.powell@uwaterloo.ca, breezeriverwhale35
Doris Nichols, doris.nichols@uwaterloo.ca, quincesharkice18
Martha Nelson, martha.nelson@uwaterloo.ca, vultureraspberryapple57
George Patterson, george.patterson@uwaterloo.ca, dewmangoumbrella65
Keith Simpson, keith.simpson@uwaterloo.ca, bananavulturebanana28
Louis Wilson, louis.wilson@uwaterloo.ca, valleyzucchiniwatermelon40
Sophia Mendoza, sophia.mendoza@uwaterloo.ca, elderberryhorsewhale16
Rose Hunt, rose.hunt@uwaterloo.ca, raspberryturtlekangaroo73
Natalie Thompson, natalie.thompson@uwaterloo.ca, penguinmonkeyelephant38
Kathleen Morgan, kathleen.morgan@uwaterloo.ca, yakkiwistrawberry37
Adam Collins, adam.collins@uwaterloo.ca, jellyfishtreequail15
Philip Dixon, philip.dixon@uwaterloo.ca, windcherrylake89
Ashley Hernandez, ashley.hernandez@uwaterloo.ca, whalexylophonejellyfish55
Eugene Tran, eugene.tran1@uwaterloo.ca, earthjellyfishdate60
Rebecca Edwards, rebecca.edwards@uwaterloo.ca, strawberrywindgoat69
Ann Griffin, ann.griffin@uwaterloo.ca, quailwhalequartz31
Jeffrey Reyes, jeffrey.reyes@uwaterloo.ca, honeydewwatermelonyak62
Jeffrey Salazar, jeffrey.salazar@uwaterloo.ca, cloudxiguapeak55
Peter Murphy, peter.murphy@uwaterloo.ca, monkeymonkeyelderberry64
Eugene Jones, eugene.jones@uwaterloo.ca, zebraautumnxerus75
Jacob Dixon, jacob.dixon@uwaterloo.ca, antiguanabat66
Olivia Howard, olivia.howard@uwaterloo.ca, quartzoceanwind94
Joshua Morgan, joshua.morgan@uwaterloo.ca, quailyellowquince66
Kevin Ford, kevin.ford@uwaterloo.ca, windquailvalley61
Christian Russell, christian.russell@uwaterloo.ca, monkeyurchinnectarine70
Jonathan Bell, jonathan.bell@uwaterloo.ca, iguanaelderberryyak18
Emma Price, emma.price@uwaterloo.ca, goatgoatgoat18
Sara Long, sara.long1@uwaterloo.ca, zucchinigrassiguana53
Natalie Morgan, natalie.morgan@uwaterloo.ca, catstrawberryshark40
Steven Evans, steven.evans@uwaterloo.ca, kiwigrassice75
Heather Robertson, heather.robertson@uwaterloo.ca, goatsharkxigua92
Sean Cruz, sean.cruz@uwaterloo.ca, hillgoatraspberry90
Catherine Jimenez, catherine.jimenez@uwaterloo.ca, orangeflowercloud59
Harry Medina, harry.medina@uwaterloo.ca, earthpenguintree78
Gregory Bryant, gregory.bryant@uwaterloo.ca, jungleorangeraspberry63
George Ward, george.ward@uwaterloo.ca, nightquartzrabbit77
Terry Herrera, terry.herrera@uwaterloo.ca, iguanaugliflower49
Steven Henry, steven.henry@uwaterloo.ca, zebrabreezebat80
Nicholas Garcia, nicholas.garcia@uwaterloo.ca, breezelionugli20
Cynthia Robertson, cynthia.robertson@uwaterloo.ca, whalecloudumbrella20
Jennifer Mendoza, jennifer.mendoza@uwaterloo.ca, lakewatermelondate44
Wayne Hill, wayne.hill@uwaterloo.ca, bananaoceanzebra77
Daniel Hill, daniel.hill@uwaterloo.ca, newturchinstrawberry37
Mark Mason, mark.mason@uwaterloo.ca, tangerinevalleyiguana72
Wayne Rice, wayne.rice@uwaterloo.ca, rivernightfrog78
Wayne Crawford, wayne.crawford1@uwaterloo.ca, turtleorangeiguana44
Roger Lewis, roger.lewis@uwaterloo.ca, dogyakpenguin71
Andrea Patterson, andrea.patterson@uwaterloo.ca, grassoceandog85
Roger King, roger.king@uwaterloo.ca, watermelonquartzvalley60
Wayne Nelson, wayne.nelson@uwaterloo.ca, flowerpeakyellow91
Paul Nguyen, paul.nguyen@uwaterloo.ca, elephantxylophoneriver91
Judith Hamilton, judith.hamilton@uwaterloo.ca, valleyrivershark28
Jerry Black, jerry.black@uwaterloo.ca, turtleoceanocean10
Kayla Mitchell, kayla.mitchell@uwaterloo.ca, vanillapapayaearth65
Walter Anderson, walter.anderson@uwaterloo.ca, riverstrawberrygrass53
David Peterson, david.peterson1@uwaterloo.ca, breezequincedate70
Noah Wood, noah.wood@uwaterloo.ca, xeruszephyryak47
Bruce Cox, bruce.cox@uwaterloo.ca, turtleanthoneydew76
Judy Stone, judy.stone@uwaterloo.ca, grassmountainvanilla77
Eugene Jimenez, eugene.jimenez@uwaterloo.ca, honeydewraspberrycloud42
Daniel Bennett, daniel.bennett@uwaterloo.ca, goatyakjellyfish37
Samantha Patterson, samantha.patterson@uwaterloo.ca, strawberrywhalewatermelon65
Jessica Cruz, jessica.cruz@uwaterloo.ca, banananewtraspberry55
Keith Phillips, keith.phillips@uwaterloo.ca, frogyellowcat60
Stephen Morgan, stephen.morgan@uwaterloo.ca, batwhaleflower52
Ralph King, ralph.king@uwaterloo.ca, newtlakeapple86
Ashley Rivera, ashley.rivera@uwaterloo.ca, whalestrawberryquartz90
Stephen King, stephen.king@uwaterloo.ca, raspberrywatermelonmountain99
Kyle Nichols, kyle.nichols@uwaterloo.ca, nightcatelderberry36
Deborah Clark, deborah.clark@uwaterloo.ca, tangerinexylophoneant61
Ashley Freeman, ashley.freeman@uwaterloo.ca, yaksanddog37
Ann Perry, ann.perry1@uwaterloo.ca, catumbrellaxigua38
